28,29,30,1,28,29,30,43,45,288,337,290,134,197,199,199,200,118,197,199,199,200,134,288,337,290,43,45,28,29,30,1,28,29,30
52,53,54,1,52,53,54,43,306,288,337,290,134,221,222,223,224,142,221,222,223,224,134,288,337,290,43,45,52,53,54,1,52,53,54
20,20,20,20,20,20,20,44,45,329,337,290,134,245,246,247,248,166,245,246,247,248,134,288,337,290,43,44,20,20,20,20,20,20,20
68,68,68,68,68,68,68,68,69,353,337,290,130,131,131,133,311,131,311,130,131,131,133,288,337,290,67,68,68,68,68,68,68,68,68
265,265,265,265,265,265,265,265,265,121,337,121,265,265,265,265,265,265,265,265,265,265,265,121,337,121,265,265,265,265,265,265,265,265,265
293,293,293,293,293,293,293,293,293,293,344,293,293,293,293,293,293,293,293,293,293,293,293,293,344,293,293,293,293,293,293,293,293,293,293
313,313,313,313,313,301,302,313,313,121,337,121,313,313,313,313,313,313,313,313,313,313,313,121,337,121,313,313,313,313,313,313,313,313,313
20,20,20,20,20,20,20,20,21,288,337,290,80,83,83,83,83,83,83,83,83,83,80,288,337,282,19,20,20,20,20,20,20,20,20
68,68,68,68,68,68,68,44,45,288,337,290,134,183,185,185,185,185,185,185,186,263,134,288,337,306,43,44,68,68,68,68,68,68,68
24,24,24,24,24,24,24,43,45,288,337,290,134,183,185,185,185,184,185,185,186,263,134,288,337,330,43,45,96,97,98,97,97,99,106
106,107,108,109,24,24,24,43,45,288,337,290,134,183,185,185,185,86,209,209,210,287,134,288,337,354,43,45,120,121,122,121,121,123,130
130,131,132,133,93,94,95,43,45,288,337,290,134,183,185,185,185,186,310,101,102,104,134,288,337,290,43,45,120,121,122,121,122,123,130
154,155,156,157,117,118,119,43,45,288,337,290,134,183,185,185,185,186,310,125,126,128,134,288,337,290,43,45,144,145,146,145,146,147,154
226,227,228,229,141,142,143,43,45,288,337,290,134,207,209,209,209,210,310,149,150,152,134,288,337,290,43,45,216,217,218,218,218,219,231
250,251,252,253,165,166,167,43,45,288,337,290,134,231,232,233,233,234,310,260,260,260,134,288,337,290,43,307,240,241,242,242,242,243,255
236,237,20,20,20,20,20,44,45,288,337,290,134,255,256,257,257,258,310,197,198,199,134,288,337,290,43,44,20,20,20,20,20,20,20
68,68,68,68,68,68,68,68,69,288,337,290,80,83,83,83,83,83,83,83,83,83,80,288,337,290,67,68,68,68,68,68,68,68,68
265,265,265,265,265,265,265,265,265,121,337,121,265,265,265,265,265,265,265,265,265,265,265,121,337,121,265,277,278,265,265,265,265,265,265
293,293,293,293,293,293,293,293,293,293,344,293,293,293,293,293,293,293,293,293,293,293,293,293,344,293,293,293,293,293,293,293,293,293,293
313,313,313,313,313,347,348,349,350,121,337,121,313,313,277,278,313,313,313,313,313,313,313,121,337,121,313,313,313,313,313,313,301,302,313
20,20,20,20,20,20,20,20,21,288,337,290,106,107,107,107,107,107,107,107,107,107,109,288,337,290,19,307,20,20,20,20,20,20,20
68,68,68,68,68,68,68,126,45,288,337,290,130,114,115,115,116,310,311,310,311,310,133,288,337,329,43,44,68,68,68,68,68,68,68
24,24,24,24,24,24,24,43,45,288,337,290,130,261,261,261,261,334,335,334,335,334,133,288,337,353,43,45,24,24,24,24,24,24,24
24,24,24,24,24,24,24,43,45,288,337,290,130,255,256,257,258,358,359,358,359,358,133,288,337,290,43,45,24,24,24,24,24,24,24


