0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19
16,17,17,17,0,1,1,1,1,1,1,1,1,1,17,0,2,1,3,17,64,17,17,65,17,0,1,1,1,1,1,1,17,17,19
16,17,17,17,16,17,17,17,17,17,17,17,17,17,17,16,17,17,19,17,16,59,60,19,17,16,17,17,17,17,17,17,17,17,19
16,17,17,17,16,17,17,17,17,1,1,1,1,3,17,1,1,1,1,17,16,19,16,19,17,1,1,1,17,17,17,17,17,17,19
16,17,17,17,16,17,17,17,17,17,17,17,17,19,17,16,17,17,19,17,16,17,17,19,17,16,17,17,17,17,17,17,17,17,19
16,17,17,17,32,1,1,1,1,1,1,1,1,35,17,16,17,17,19,17,16,17,17,19,17,32,1,1,1,1,1,1,17,17,19
16,17,17,17,17,17,17,19,17,17,17,17,17,17,17,17,0,1,35,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19
16,17,17,17,17,17,17,19,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19
16,17,1,1,1,1,1,3,17,1,1,1,1,1,3,17,32,1,1,1,1,1,1,17,3,17,17,17,17,17,17,17,17,17,19
16,17,17,17,17,17,17,19,17,17,17,17,17,17,19,17,17,17,19,16,17,17,17,17,19,17,17,17,17,17,17,17,17,17,19
16,17,17,0,1,3,17,19,17,17,0,2,1,3,19,17,17,1,1,1,2,1,1,1,35,17,17,17,17,17,17,17,17,17,19
16,17,17,16,17,19,17,19,17,17,16,17,17,19,19,17,17,17,19,16,17,17,17,17,17,17,108,109,108,108,109,110,17,17,19
16,17,17,16,17,19,17,19,17,17,16,17,17,19,19,17,17,17,19,16,17,17,17,17,126,126,17,17,17,17,17,111,111,17,19
16,17,17,1,2,35,17,19,17,17,16,17,17,19,19,17,17,17,19,16,17,17,17,126,126,17,17,17,17,17,17,17,111,111,19
16,17,17,17,17,17,17,19,17,17,16,17,17,19,19,17,17,17,19,16,17,17,17,142,17,17,17,17,17,17,17,17,17,110,19
16,17,19,1,64,1,1,35,17,17,16,17,17,19,19,17,17,17,19,16,17,17,17,111,17,17,17,17,17,17,17,17,17,126,19
16,17,19,17,32,3,17,17,17,17,16,17,17,19,19,17,17,17,19,16,17,17,17,127,111,111,17,17,17,111,111,17,17,142,19
16,17,19,17,17,32,3,17,17,17,16,17,17,19,19,17,17,17,19,16,17,17,17,143,111,111,17,111,17,111,111,17,17,158,19
16,17,19,17,17,17,32,3,17,17,16,17,17,19,35,17,17,17,19,16,17,17,17,159,17,17,17,17,17,17,17,17,142,142,19
16,17,19,17,17,17,17,32,65,1,32,1,1,35,17,17,1,1,35,32,1,3,17,110,110,17,17,17,17,17,108,109,110,142,19
16,17,19,59,60,17,17,17,19,17,17,17,17,17,17,17,17,17,17,17,17,19,17,17,126,17,111,17,111,17,108,109,110,17,19
16,17,19,59,60,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19,17,17,139,140,141,142,143,108,109,110,17,17,19
32,1,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35
